REPRESENTANTE;NOME;CODIGO CLIENTE;NOME CLIENTE;CODIGO ANTIGO;TIPO;ENDEREÇO;NRO;BAIRRO;CEP;CIDADE;UF;FILIAL;NOME FANTASIA;CNPJ;INSC.ESTADUAL;DATA CADASTRO
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;10812944;LEANDRO CEZAR ALVES -ME;17996;F;RUA JUNDIAI,199,;199;CENTRO;13280000;VINHEDO;SP;1;LEANDRO CEZAR ALVES -ME;10.812.944/0001-17;7,14108E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;24429172;LEONARDO DA SILVA LOPES;;F;R. GUARIN JOAO BADIN;1698;JD. MORADA DO SOL;13348310;INDAIATUBA;SP;1;ACTIVE NUTRITION;24.429.172/0001-43;3,53289E+11;05/06/2017 14:42
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;5410985;LOJA DO SUPLEMENTOS LTDA;10530;F;R SAO BENTO,135,TERREO;135;J.N.S.AUXILIADORA;13075280;CAMPINAS;SP;1;LOJA DO SUPLEMENTOS;5.410.985/0001-47;244.929.336.111;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19218026;LUCAS MONTEZE;;F;R. VINTE E TRES DE MAIO;179;V. VIANELO;13207070;JUNDIAI;SP;1;LUCAS MONTEZE;19.218.026/0001-39;4,0734E+11;29/07/2016 23:24
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;16814104;LUCIANA DE OLIVERA PAULA ME;;F;RUA DR VIRGILIO DE REZENDE;1425;VILA MONTEIRO;18200046;ITAPETININGA;SP;1;OLYMPO SUPLEMENTOS;16.814.104/0001-70;3,71124E+11;29/01/2015 15:03
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;17591222;M. DE TOLEDO SUPLEMENTOS ESPORTIVOS M.E;;F;AV. SANTO ANTONIO;577;CENTRO;13800030;MOJI MIRIM;SP;1;VITALINI SUPLEMENTOS;17.591.222/0001-29;4,56087E+11;13/05/2015 14:30
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22440884;MAGOSSI FITNESS EIRELI ME;;F;RUA 7 DE SETEMBRO;744;BELA VISTA;13150000;COSMOPOLIS;SP;1;MAGOSSI FITNESS;22.440.884/0001-38;2,76049E+11;03/11/2015 18:45
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;26984159;MARCELO AUGUSTO DA SILVA DIAS;;F;RUA MARCIOLNILO DE BRITO;108;ALTO DA TENDA;18320000;APIAI;SP;1;SPARTA SUPLEMENTAÇÃO;26.984.159/0001-81;1,7604E+11;29/04/2017 16:20
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;23432626;MARCIO AURELIO GARCIA CORREIA TAVARES - ME;;F;R. ALFARES  FRANCO;974;CENTRO;13480050;LIMEIRA;SP;1;ESPAÇO VISEU;23.432.626/0001-72;4,17427E+11;05/02/2017 15:31
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;18692196;MARIELI SETIE ALVES ALMEIDA - ME;;F;R. FERNAO DIAS;48;JD. DAS CEREJEIRAS;12951260;ATIBAIA;SP;1;NASA NUTRI;18.692.196/0001-98;1,90122E+11;13/10/2016 00:14
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19713260;MARISTELA DE CASTRO LOPES;;F;R. LUIZ PEINADO;247;PQ. BELA VISTA;18110575;VOTORANTIM;SP;1;MUITO MAIS SUPLEMENTOS;19.713.260/0001-32;7,1707E+11;28/11/2014 18:45
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;21583278;MARLI ELENA RODRIGUES;;F;AV DO CILLO;676;CENTRO;13450041;SANTA BARBARA D' OESTE;SP;1;HIPER PUMP SUPLEMENTOS ESPORTIVOS;21.583.278/0001-09;6,06151E+11;15/05/2015 12:56
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22724048;MATEUS ONGARO SUPLEMENTOS - ME;;F;AV. JULIO XAVIER DA SILVA;95B;PQ. CIDADE NOVA;13845416;MOGI GUACU;SP;1;MATEUS ONGARO SUPLEMENTOS;22.724.048/0001-85;4,55202E+11;21/11/2016 09:51
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;13322039;MCSPORTS COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA;14605;F;AVENIDA NOVE DE JULHO,2038,LOJA 05;2038;ANHANGABAU;13208056;JUNDIAI;SP;1;SUPLESPORT;13.322.039/0001-77;4,07259E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22449957;MECCA SUPLEMENTOS NUTRICIONAIS EIRELE;;F;RUA SIQUEIRA CAMPOS;323;CENTRO;13340000;INDAIATUBA;SP;1;MECCA SUPLEMENTOS NUTRICIONAIS EIRELE;22.449.957/0001-52;3,53188E+11;08/04/2016 09:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;5141073;MEGA FITNESS ACADEMIA LTDA;;F;AV. 3;1450;JD. CLARET;13503251;RIO CLARO;SP;1;MEGA FITNESS ACADEMIA LTDA;5.141.073/0001-17;5,87259E+11;30/11/2015 09:16
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;27135841;MEGA FORCE GYM ACAD DE ALA PERF E ARTI ESP LTDA ME;;F;AV. MANOEL CONCEIÇAO;1092;V. RESENDE;13405230;PIRACICABA;SP;1;MEGA FORCE GYM ACADEMIA;27.135.841/0001-62;5,3564E+11;26/09/2017 11:31
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19337170;MEGA SPORTS CENTER NUTRICAO ESPORTIVA CIANE EIRELI;;F;RUA DOUTOR AFONSO VERGUEIRO;823;SOROCABA;18035370;SOROCABA;SP;1;MEGA SPORTS CENTER NUTRICAO ESPORTIVA;19.337.170/0001-94;6,69803E+11;06/11/2014 14:53
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;21448856;MICHEL BENEDETTI PEDROSO;14587;F;RODOVIA RAPOSO TAVARES;KM99;JD. NOVO ELDORADO;18023000;SOROCABA;SP;1;SMS SUPLEMENTOS;21.448.856/0001-02;6,69918E+11;31/07/2015 18:32
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19020952;MICHEL HENRIQUE DA SILVA;;F;R. ROSARIO;207;CENTRO;13800079;MOGI MIRIM;SP;1;EXPLOSÃO SUPLEMENTOS ALIMENTARES;19.020.952/0001-03;4,56093E+11;22/04/2015 16:55
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19445664;MIRANGELA COMERCIO DE PRODUTOS ALIMENTICIO LTDA;;F;R. MARIA MONTEIRO;1484;CAMBUI;13025150;CAMPINAS;SP;1;SNC CAMBUI CAMPINAS;19.445.664/0001-92;7,95447E+11;15/05/2017 22:48
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;23091629;MIRELLA DE SOUZA;;F;RODOVIA ALKINDAR MONTEIROJUNQUEIRA, KM53;1013;BRAGANÇA GARDEN SHOPPING;12918001;BRAGANÇA PAULISTA;SP;1;MIRELLA DE SOUZA;23.091.629/0001-90;2,25282E+11;29/08/2016 12:00
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;11789585;MJF SERCHELI NUTRICAO ESPORTIVA LTDA - ME;12711;F;RUA ANTONIO PEREZ HERNANDEZ;125;PARQUE CAMPOLIM;18048115;SOROCABA;SP;1;MJF SERCHELI NUTRICAO ESPORTIVA LTDA - M;11.789.585/0001-97;6,69672E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;9414176;MMA HOSE COMERCIO E ARTIGOS ESPORTIVOS;11254;F;RUA BARONESA DO JAPI;247;CENTRO;13207684;JUNDIAI;SP;1;MMA HOSE;9.414.176/0001-64;4,07263E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;23347494;MPAS SPORTS SUPLEMENTOS ALIMENTARES LTDA - ME;;F;AVENIDA ANTÔNIO FREDERICO OZANAN,6000;6.000;VILA RIO BRANCO;13215900;JUNDIAÍ;SP;1;SUPLE SPORTS;23.347.494/0001-80;4,07533E+11;27/10/2015 22:36
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;19178887;MY FIT SUPLEMENTOS ALIMENTARES LTDA ME;;F;AVENIDA ITAVUVU;3947;JD. SANTA CECILIA;18078005;SOROCABA;SP;1;MY FIT;19.178.887/0001-30;6,69797E+11;28/02/2015 22:41
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;67741421;NATUCAMP PRODUTOS NATURAIS LTDA - EPP;;F;R. DOM FRANCISCO DE AQUINO CORREIA;61;VILA NOVA;13073038;CAMPINAS;SP;4;NATUCAMP COM. E DIST. DE PRO. NATURAIS L;67.741.421/0004-97;7,95674E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;13238403;NATURAL NUTRI SUPLEMENTOS E VITAMINAS LTDA;999999;F;AV. ANTONIO CARLOS COUTO DE BARROS;964;V. BOURBON;13105000;CAMPINAS;SP;1;NATURAL NUTRI SUPLEMENTOS E VITAMINAS LT;13.238.403/0001-15;7,95129E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;7623222;NENO S SUPLEMENTOS ALIMENTARES LTDA ME;;F;RUA BARÃO DE  ATIBAIA;1218;CAMPINAS;13023011;CAMPINAS;SP;1;NENO S SUPLEMENTOS ALIMENTARES LTDA ME;7.623.222/0001-00;7,95124E+11;06/11/2014 14:14
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;20682158;NUTRI CAMPOS SUPLEMENTOS ALIMENTARES LTDA;;F;R. ALVARES SOAREZ;432;CENTRO;18010191;SOROCABA;SP;1;NUTRI MUNDO - FRANQUIA;20.682.158/0001-04;6,69845E+11;28/03/2016 21:51
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;15306831;NUTRI VILA COMERCIO DE SUPLEMENTOS LTDA ME;999999;F;AVENIDA BARAO DE SERRA NEGRA,733,;733;NOVA PIRACICABA;13405121;PIRACICABA;SP;1;NUTRI VILLA;15.306.831/0001-63;5,35291E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;17909609;NUTRICAMP COM DE PRODUTOS NATURAIS LTDA ME;;F;RUA DA  ABOLIÇÃO;2013;PONTE PRETA;13041902;CAMPINAS;SP;1;NUTRICAMP COM DE PRODUTOS NATURAIS LTDA;17.909.609/0001-80;7,95359E+11;12/11/2014 14:29
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;54375662;NUTRIMAIS COMERCIO VAREJISTA DE PRODUTOS ALIMENCIO;2380;F;SÃO PEDRO;48;JD SÃO FRANCISCO;7700035;CAIEIRAS;SP;1;NUTRIMAIS COMERCIO VAREJISTA DE PRODUTOS;54.375.662/0001-75;2,39035E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;10922539;NUTRY MAX SUPLEMENTOS E ARTIGOS ESPORTIVOS LTDA;999999;F;RODOVIA DOM PEDRO  KM 131.5;S/N;DAS PALMEIRAS;13091901;CAMPINAS;SP;3;NUTRY MAX;10.922.539/0003-13;7,95063E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;28370367;P G BARBOSA EIRELE ME;;F;OTAVIO ROSOLEM;1165;JD TERRA DE SANTO ANTONIO;13185563;HORTOLANDIA;SP;1;HULK SUPLEMENTOS;28.370.367/0001-16;7,95873E+11;30/08/2017 14:11
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;25999370;P G BARBOSA SUPLEMENTOS ME;;F;OTAVIO ROSOLEM;1165;JD TERRA DE SANTO ANTONIO;13185563;HORTOLANDIA;SP;1;HULK SUPLEMENTOS;25.999.370/0001-05;7,08125E+11;30/09/2016 19:11
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;7327574;PAULO GIOVANI COBRA ME;;F;AV. EMILIO BOSCO;645;MATAO;13179180;SUMARE;SP;1;EMPORIO DA SAUDE;7.327.574/0001-18;6,71265E+11;17/03/2015 15:49
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;16865509;PAULO ROBERTO ARRAIS SERODIO 16757721856;17505;F;R. RAFAEL DE BARROS;736;CENTRO;13610200;LEME;SP;1;PAULO ROBERTO ARRAIS SERODIO 16757721856;16.865.509/0001-37;4,15074E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;18234242;PAULO VINICIUS COLODETE 3805871818;;F;R. JOSE BONIFACIO;408;CENTRO- ARARAS;13600140;ARARAS;SP;1;BODY FACTOR SUPLEMENTOS ALIMENTARES;18.234.242/0001-05;1,82104E+11;07/11/2014 10:31
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22089330;PEDRO BRACO RODRIGES;;F;R. JOAO RODRIGUES DO PRADO;285;V. MELO;13800386;MOJI MIRIM;SP;1;CORPO REAL SUPLEMENTOS;22.089.330/0001-38;4,56106E+11;13/01/2016 22:18
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;20931536;PGR COMERCIO DE SUPLEMENTOS ALIMENTARES E ARTIGOS;;F;AVENIDA DOS EXPEDICIONARIOS;1203;PAULINIA;13140176;PAULINIA;SP;1;FLEX NUTRITION;20.931.536/0001-38;5,13082E+11;11/12/2014 16:08
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;12851443;POWER FIT IMPORTACAO E COMERCIO DE ALIMENTOS LTDA;;F;R. VIGARIO J.J. RODRIGUES;21;VILA ARENS;13201001;JUNDIAI;SP;1;POWER FIT IMPORTACAO E COMERCIO DE ALIME;12.851.443/0001-75;4,07252E+11;30/09/2016 09:56
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;14072866;PRADO & MAZZER;;F;AV. JACAREI;140;PIRES;13974170;ITAPIRA;SP;1;FULL BODY SUPLEMENTOS;14.072.866/0001-12;3,74051E+11;25/01/2016 13:47
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;10605239;PT VIEIRA PRODUTOS ALIMENTICIOS;;F;AV. ANTONIO GALVAO DE CAMARGO;636;JD. DE LUCCA;13255180;ITATIBA;SP;1;TAVIS ATACADISTA;10.605.239/0001-49;3,82092E+11;19/06/2015 16:34
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;11786440;R E A ZOVICO ESPORTES;;F;R. HUMAITA;227;CENTRO;13480110;LIMEIRA;SP;1;SAUDE FORMA;11.786.440/0001-32;4,17337E+11;30/01/2015 16:30
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;2933978;R R SUPLEMENTOS LTDA ME;6622;F;AV JUVENAL ALVIM,102,;102;CENTRO;12940060;ATIBAIA;SP;1;R R SUPLEMENTOS LTDA ME;2.933.978/0001-31;1,90079E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;16691658;R S CORREA ARTIGOS ESPORTIVOS ME;;F;R. CAMPOS SALLES;371;V. ASSIS;18025000;SOROCABA;SP;1;X3 SUPLEMENTOS;16.691.658/0001-27;6,6971E+11;11/11/2014 17:08
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;17298262;RAFAEL DEFAVARI 33113184800;17872;F;AVENIDA MONTE CASTELO,543,;543;CENTRO;13450032;SANTA BARBARA D OESTE;SP;1;RD NUTRIÇÃO ESPORTIVA;17.298.262/0001-87;6,06119E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;27451158;RAFAELA SARAIVA DOS REIS;;F;RUA SINHARINHA FROTA;1148;CENTRO;13360000;CAPIVARI;SP;1;SHAPE PRO SUPLEMENTOS;27.451.158/0001-34;2,53057E+11;17/04/2017 11:35
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;15385015;RENATA LOBO ALVES - ME;999999;F;R. TREZE DE MAIO;133;CENTRO;13270020;VALINHOS;SP;1;REPUBLICA DOS SULEMENTOS;15.385.015/0001-92;7,08072E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;17243471;RENATO FRANCISCO BARROS 21305176847;18300;F;RUA SAO JOAO,177,;177;CENTRO;18550000;BOITUVA;SP;1;RENATO FRANCISCO BARROS 21305176847;17.243.471/0001-23;2,19033E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;5163462;RENNE B. FERREIRA - ME;15645;F;AVENIDA BANDEIRANTES,2211,;2211;JARDIM IPE II;13846010;MOGI GUACU;SP;1;BARBOZÃO MANIPULAÇÃO E DROGARIA;5.163.462/0001-43;4,55152E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;21267730;RICHARD WILLIAM MARTINS SUPLEMENTOS;;F;R. PEDRO ANTONIO DE BARROS;358;JD. PIRATININGA;13484316;LIMEIRA;SP;1;IRON BODY;21.267.730/0001-23;4,17429E+11;30/06/2016 21:43
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;8420067;RODNEY F. GUIDO - ME;8827;F;RUA DO PATROCINIO,209,;209;CENTRO;13300200;ITU;SP;1;NUTRI SPORT;8.420.067/0001-97;3,87182E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;9207661;RODOLPHO DA SILVA TORTORELLI - EPP;;F;R. FERREIRA PENTEADO;543;CENTRO;13010040;CAMPINAS;SP;1;RODOLPHO DA SILVA TORTORELLI - EPP;9.207.661/0001-67;2,44759E+11;26/09/2016 01:25
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;15657716;RODRIGO MARIANO SUPLEMENTOS;;F;AV. BRASIL;665;JD. NOVA VENEZA-N.VENEZA;13177050;SUMARE;SP;1;RODRIGO MARIANO SUPLEMENTOS;15.657.716/0001-33;6,7113E+11;06/11/2014 10:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22389322;ROQUE E TARSO COMERCIO E IMPORTAÇÃO DE SUPLEMENTOS;;F;AV JOHN BOYD DUNLOP;3900;JARDIM IPAUSSUMARA;13060803;CAMPINAS;SP;1;FORMULA SUPLEMENTOS;22.389.322/0001-07;7,95596E+11;30/10/2015 11:24
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;9308329;ROSELI MANDELLI DE JESUS - EPP;11733;F;RUA SENADOR FONSECA,533,;533;CENTRO;13201017;JUNDIAI;SP;1;ROSELI MANDELLI DE JESUS - EPP;9.308.329/0001-99;4,07467E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;25132268;RP DROGARIA LTDA ME;;F;R. MANOEL MACHADO PEREIRA;696;PQ. VALENÇA;13058500;CAMPINAS;SP;1;FARMA SAO BENTO;25.132.268/0001-08;7,95734E+11;22/05/2017 22:26
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;15253621;SALUM ACADEMIA LTDA ME;;F;R. MANECO PEREIRA;44;CENTRO;18270400;TATUI;SP;1;N1 ACADEMIA;15.253.621/0001-54;6,87098E+11;31/08/2016 22:39
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;16538268;SHEIKY  DISTRIBUIÇÃO E COMERCIO DE ALIMENTOS E;17592;F;R. FERREIRA PENTEADO;543;CENTRO;13010040;CAMPINAS;SP;1;ACO FLORA;16.538.268/0001-11;7,9528E+11;27/05/2015 21:20
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;7726586;SONIA INEZ LOPES RODRIGUES ME;999999;F;R COMENDADOR OETERER,607,;607;VILA CARVALHO;18060070;SOROCABA;SP;1;SONIA INEZ LOPES RODRIGUES ME;7.726.586/0001-15;6,69552E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;13918001;STILLO SAUDE COM DE SUPLEM E ROUPAS LTDA;;F;R. WASHINGTON LUIZ;455;CENTRO;13465520;AMERICANA;SP;1;STILLO SAUDE;13.918.001/0001-61;1,65186E+11;30/04/2015 10:46
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;21527902;T.E DE ALMEIDA - SUPLEMENTOS - ME;;F;R. SETE DE SETEMBRO;800;CENTRO;13480151;LIMEIRA;SP;1;NOPAIN NO GAIN;21.527.902/0001-50;4,17402E+11;20/05/2015 16:30
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;11583460;TATU SUPLEMENTOS NUTRICIONAIS LTDA  ME;12269;F;R. PRUDENTE DE MORAIS;1275;ALTO;13419260;PIRACICABA;SP;1;TATU SUPLEMENTOS;11.583.460/0001-06;5,35477E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;23717750;TCL COMERCIO DE ALIMENTOS SUPLEMENTOS E ARTIGOS ES;;F;RUA JACY TEIXEIRA CAMARGO;940;JARDIM DO LAGO;13050008;CAMPINAS;SP;1;D VITAMINAS;23.717.750/0001-84;7,95665E+11;24/02/2016 08:36
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;20787097;THALITA CRISTINA TANZE BITTE;18721;F;R. BELO HORIZONTE;1240;VILA HELENA;18071115;SOROCABA;SP;1;WS DISTRIBUIDORA;20.787.097/0001-31;6,69849E+11;12/08/2015 17:34
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;18518648;TMNF SUPLEMENTOS EIRELE;19920;F;RUA DOUTOR JOSE BOTELHO VELOSO,268,;268;VILA SAO JOAO;13480729;LIMEIRA;SP;1;MARCELOS POWER;18.518.648/0001-10;4,17356E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;26411837;TORTORELLI COMERCIO E REPRES. COMERCIAIS LTDA - ME;;F;R. ANTONIO CARLOS;17;CENTRO;13270005;VALINHOS;SP;1;TORTORELLI COMERCIO E REPRES. COMERCIAIS;26.411.837/0001-17;ISENTO;12/07/2017 11:44
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;8337852;TRANSFERETTI & SOUSA LTDA - ME;999999;F;AV. SILVINO DE GODOY 110 SALÃO 1;110;JD. ITAPOAN;13140252;PAULINA;SP;1;TRANSFERETTI & SOUSA LTDA - ME;8.337.852/0001-80;5,1347E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;17933651;VALENCIA & CALDERARI LTDA ME;;F;AV. PIRACICABA;22;V. S.JOAO;13480743;LIMEIRA;SP;1;ESTAÇÃO SAUDE;17.933.651/0001-37;4,17346E+11;28/02/2015 14:32
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;22676692;VINICIUS DE MENDONÇAS CORDEIRO;;F;AV. CARLOS SALLES BLOCK;1112;ANHANGABAU;13208100;JUNDIAI;SP;1;VINICIUS DE MENDONÇAS CORDEIRO;22.676.692/0001-25;4,07522E+11;24/06/2015 13:58
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;10723887;VULCAN SUPLEMENTOS LTDA  ME;11174;F;AV JOHN KENNEDY;315;CENTRO;18130510;SAO ROQUE;SP;1;VULCAN SUPLEMENTOS;10.723.887/0001-08;6,5313E+11;24/09/2014 19:01
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;11226163;WG SILVA NUTRIÇÃO ESPORTIVA;999999;F;RUA RECIFE,591,;591;CIDADE NOVA;13454369;SANTA BARBARA D OESTE;SP;1;LAIZO & SILVA NUTRICAO ESPORTIVA LTDA ME;11.226.163/0001-03;6,0623E+11;24/09/2014 19:02
11;CRUZ E CRUZ COM. DE SUPL. E SERVIÇOS;11226163;WG SILVA NUTRIÇÃO ESPORTIVA;;F;RUA DAS ACACIAS 653;653;JD. SÃO PAULO;13468000;AMERICANA;SP;2;BIOTEC SUPLEMENTOS;11.226.163/0002-94;1,65211E+11;24/09/2014 19:02
12;A DE JESUS SIMOES REPRESENTACOES - ME;13389308;A DE JESUS SIMOES REPRESENTAÇÃO - ME;;F;R. TAPURAIBA;3A;PQ. CENTRAL;8420450;SAO PAULO;SP;1;ALEKSANDRA SIMOES;13.389.308/0001-12;1,47899E+11;06/11/2014 09:52
12;A DE JESUS SIMOES REPRESENTACOES - ME;125121738;ADRIANA VASQUES;;F;R. BIXIRA;237;MOOCA;3119020;SAO PAULO;SP;95;ADRIANA VASQUES;. 12.512/1738-95;ISENTO;06/10/2015 13:06
12;A DE JESUS SIMOES REPRESENTACOES - ME;10959313;ALEX PEREIRA LEUTERIO - ME;13093;F;AVENIDA PEREIRA BARRETO,1500,LOJA 7 B;1500;VILA BAETA NEVES;9751000;SAO BERNARDO DO CAMPO;SP;1;SPARTAN SUPLEMENTOS;10.959.313/0001-25;6,356E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;5972339;ANDERSON ARAUJO DE OLIVEIRA - ME;17391;F;AVENIDA MATEO BEI,3361,;3361;SAO MATEUS;3949013;SAO PAULO;SP;1;MIL FOLHAS (LOJA 05);5.972.339/0001-73;1,16871E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;23102856;CARLOS HENRIQUE LOPES 32579178805;;F;AV ITAQUERA;8185;VILA CARMOSINA;8295001;SÃO PAULO;SP;1;KING SKULL SUPLEMENTOS;23.102.856/0001-73;1,44929E+11;28/08/2015 13:04
12;A DE JESUS SIMOES REPRESENTACOES - ME;9093738;DOUGLAS SERAFIM DA SILVA & CIA LTDA EPP;10120;F;AV MONTEIRO LOBATO,863, 865;863;MACEDO;7112000;GUARULHOS;SP;2;DOUGLAS SERAFIM DA SILVA  EPP;9.093.738/0002-04;3,36845E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;9093738;DOUGLAS SERAFIM DA SILVA & CIA LTDA EPP;18095;F;RUA MONTEIRO LOBATO;36;CENTRO;7400555;ARUJÁ;SP;3;NUTRIWORLD ARUJÁ;9.093.738/0003-87;1,88032E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;9093738;DOUGLAS SERAFIM DA SILVA & CIA LTDA EPP;18531;F;AVENIDA MONTEIRO LOBATO,843,;843;MACEDO;7112000;GUARULHOS;SP;4;NUTRI WORLD (SITE);9.093.738/0004-68;7,96057E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;9093738;DOUGLAS SERAFIM DA SILVA & CIA LTDA EPP;;F;AV. DEPUTADO BENEDITO MATARAZZO;9403;JARDIM PAULISTA;12215900;SÃO JOSÉ DOS CAMPOS;SP;8;NUTRI WORLD SHOPPING CENTER VALE;9.093.738/0008-91;6,45661E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;15256160;DR. SHAPE COMERCIO DE SUPLEMENTOS ALIMENTARES EIRE;16819;F;BOA VISTA;230;CENTRO;1014940;SAO PAULO;SP;1;DR. SHAPE COMERCIO DE SUPLEMENTOS ALIMEN;15.256.160/0001-73;1,45117E+11;24/09/2014 19:01
12;A DE JESUS SIMOES REPRESENTACOES - ME;339958538;ERIC TOMAS DA SILVA MIRANDA;;F;RUA TUIUTI;2606;TATUAPÉ;3307005;SÃO PAULO;SP;11;ERIC TOMAS DA SILVA MIRANDA;. 33.995/8538-11;ISENTO;31/08/2015 10:20
12;A DE JESUS SIMOES REPRESENTACOES - ME;4507102;ERVAS MILENARES PERFUMARIA E COSMETICOS LTDA ME;;F;AV. MATEO BEI;2530;SÃO MATEUS;3949200;SAO PAULO;SP;2;MIL FOLHAS LOJA 07;4.507.102/0002-30;1,43924E+11;24/09/2014 19:01
